Method:QS1pL,Times,Comparisons,Size: 10000,,Method:QS1pM,Times,Comparisons,Size: 10000,,Method:QS1pR,Times,Comparisons,Size: 10000,,Method:QS2pR,Times,Comparisons,Size: 10000,,Method:QS3pR,Times,Comparisons,Size: 10000,,Method:QS2pRPre,Times,Comparisons,Size: 10000,,Method:QS3pRPre,Times,Comparisons,Size: 10000,
,0.02633429000002252,233088,,,,0.039267127000016444,244339,,,,0.027377556999908848,249710,,,,0.02672024599996803,132836,,,,0.03136002099995494,114218,,,,0.06362028000000919,203200,,,,0.05404878000001645,185592,,
,0.02698128600002292,226634,,,,0.04621230199995807,248831,,,,0.03179024799999297,257829,,,,0.03218906400002197,123224,,,,0.023788889999991625,112745,,,,0.058451834999914354,180169,,,,0.05757748900009574,186286,,
,0.022784780000051796,231265,,,,0.04314432000001034,242678,,,,0.03560426500007452,247234,,,,0.02544532399997479,127559,,,,0.029909907000046587,110415,,,,0.05323672099996202,179549,,,,0.05941392900001574,178943,,
,0.02623897700004818,237072,,,,0.04054630999996789,238349,,,,0.03380281600004764,247458,,,,0.03215713899999173,126452,,,,0.024236287000007906,113285,,,,0.061195029000032264,182594,,,,0.05719780000003993,179088,,
,0.02406398599998738,237818,,,,0.04629300100009459,243892,,,,0.027443758999993406,244449,,,,0.027033964999986893,125701,,,,0.030764178000026732,115558,,,,0.060677510000004986,183577,,,,0.05560874100001456,190300,,
,0.026205686000025707,237793,,,,0.04322959900002843,243555,,,,0.03336855800000649,248293,,,,0.029775109999945926,129554,,,,0.024337315999900966,114307,,,,0.05862849499999356,201767,,,,0.05511975900003563,185716,,
,0.022108051000031992,230583,,,,0.040885643000024174,244450,,,,0.03110760700008086,241070,,,,0.02562848800005213,121215,,,,0.026013689000023987,111042,,,,0.05864410599997427,181114,,,,0.05816220199994859,170513,,
,0.023812281000004987,232643,,,,0.044262955000021975,246490,,,,0.029120902000045135,253917,,,,0.03167838599995321,131220,,,,0.027401088999909007,109631,,,,0.053212110999993456,179371,,,,0.05762490900008288,170944,,
,0.027038033999929212,232858,,,,0.04824595299999146,237086,,,,0.03106899300007626,252861,,,,0.029082661999950687,120613,,,,0.028852124999957596,116277,,,,0.06022391999999854,194700,,,,0.054368946999943546,178116,,
,0.022514525000019603,233310,,,,0.04333548299996437,247818,,,,0.03238856199993734,243042,,,,0.030468730000052346,127989,,,,0.02922689599995465,116177,,,,0.06133028900001136,186833,,,,0.05765121199999612,185293,,
,0.027594453999995494,241966,,,,0.04979551199994603,238703,,,,0.030664992999959395,243721,,,,0.029511527000067872,125234,,,,0.026272143999904074,111768,,,,0.058499488000052224,182666,,,,0.05666497100003198,183216,,
,0.027076502999989316,242314,,,,0.044704121999984636,243532,,,,0.02848247800000081,245436,,,,0.02789188299993839,125211,,,,0.02683723200004806,111154,,,,0.05772468800000752,183838,,,,0.05891970400000446,176953,,
,0.027867472000025373,233198,,,,0.0487473250000221,245830,,,,0.031148700000017016,252082,,,,0.02829211400000986,121738,,,,0.027541844999973364,110479,,,,0.05851472899996679,181903,,,,0.05552292300001227,193740,,
,0.0255202810000128,227140,,,,0.04155698600004598,252693,,,,0.03181014500000856,250932,,,,0.027990903000045364,131947,,,,0.027338216000089233,110087,,,,0.05677053199997317,176326,,,,0.056630752000046414,175957,,
,0.029156664000083765,243614,,,,0.043623658999990766,245508,,,,0.03161742200006756,258929,,,,0.03357519899998351,123404,,,,0.027752801000019645,114777,,,,0.06267836699998952,189072,,,,0.059211488999949324,177711,,
,0.02430237299995497,239227,,,,0.04656578599997374,238530,,,,0.02963673299996117,259175,,,,0.028599214999985634,137197,,,,0.028034428000069056,112702,,,,0.060534385000096336,184413,,,,0.056527756999912526,185013,,
,0.022953970999992634,228834,,,,0.041547627999989345,235314,,,,0.03437083200003599,252813,,,,0.03231915100002425,124506,,,,0.02860950799993134,123371,,,,0.060233354999922994,186314,,,,0.0588853269999845,179606,,
,0.029139447000034124,239434,,,,0.04374913900005595,248811,,,,0.029648994000012863,261678,,,,0.0255809909999698,126221,,,,0.025381777999996302,114499,,,,0.05348086599997259,182688,,,,0.054722125000012056,188070,,
,0.02328594100004011,228625,,,,0.04994109500000832,252626,,,,0.030214212000032603,248099,,,,0.03277612900001259,127409,,,,0.02752282300002662,112144,,,,0.06149249999998574,183268,,,,0.05118798700004845,172955,,
,0.029910373000006985,231239,,,,0.04374175899999955,238686,,,,0.02771410000002561,250717,,,,0.02582742300000973,127071,,,,0.02454913199994735,116446,,,,0.0588655319999134,176708,,,,0.06021844000008514,183039,,
,0.023119805000078486,228502,,,,0.03897799900005339,235579,,,,0.036577148999981546,254720,,,,0.02826382300008845,124534,,,,0.027077656000074057,113808,,,,0.05696879300001001,180245,,,,0.05402843899992149,176554,,
,0.031016085000032945,234765,,,,0.0485525270000835,237085,,,,0.027275005999968016,246849,,,,0.024864900000011403,122617,,,,0.026326048999976592,111859,,,,0.05381439199993565,185242,,,,0.05235309200008942,184074,,
,0.023422267999990254,240769,,,,0.048266258000012385,237814,,,,0.030123356999979478,252625,,,,0.03281790300002285,124574,,,,0.02487509200000204,110947,,,,0.058219267000026775,178612,,,,0.057934559999921476,176111,,
,0.030709232999925007,239674,,,,0.04064160799998717,239394,,,,0.028244172999961847,251706,,,,0.0278087089999417,123603,,,,0.026688056000011784,109557,,,,0.06265948099996876,184906,,,,0.05859726400001364,180264,,
,0.022920073000022967,234428,,,,0.04693782599997576,240170,,,,0.035010980999913954,254502,,,,0.03151268500005244,128286,,,,0.024222156999940125,113351,,,,0.05960231799997473,181799,,,,0.05745229199999358,181344,,
,0.03212227000005896,239404,,,,0.04720864099999744,240746,,,,0.02802253100003327,247011,,,,0.030021071999954074,126899,,,,0.027730498999972042,111712,,,,0.05735370900004,189185,,,,0.0516560109999773,185695,,
,0.023990367000010338,236633,,,,0.03986622000002171,235196,,,,0.03307957599997735,249733,,,,0.030015589000072396,125964,,,,0.024447759000054248,116149,,,,0.05578823899998042,182891,,,,0.05838713399998596,176373,,
,0.026253399999973226,233413,,,,0.044153901999948175,243569,,,,0.028301014000021496,249370,,,,0.029645581000067978,127930,,,,0.030750745999966966,112888,,,,0.05925806300001568,181325,,,,0.057842848000063896,175091,,
,0.028205451999951947,233081,,,,0.04670468799997707,232649,,,,0.03486368799997308,253285,,,,0.02748144199995295,124177,,,,0.023435160000076394,108160,,,,0.06299684900000102,187786,,,,0.05893131600009838,184554,,
,0.02935880500001531,248390,,,,0.04778370200006066,240940,,,,0.029293674999962604,245228,,,,0.030280171999947925,126098,,,,0.02617881599996963,111914,,,,0.055069344000003184,180649,,,,0.05229049000001851,182930,,
,0.02727143500010243,234247,,,,0.04103158499992787,244547,,,,0.03166462599995157,248171,,,,0.027545846999942114,125748,,,,0.024260015999971074,110112,,,,0.05968975899997986,181370,,,,0.058436905000007755,186279,,
,0.026634994999994888,229741,,,,0.04763664000006429,237893,,,,0.03503732599995146,277113,,,,0.032995699000025525,126557,,,,0.02755372299998271,108606,,,,0.05666373199994723,189481,,,,0.059876177999967695,181506,,
,0.025063878999958433,239616,,,,0.04853216700007579,240993,,,,0.030787110999995093,244956,,,,0.02574749299992618,130140,,,,0.023863914000003206,110256,,,,0.05833790400004091,180060,,,,0.06039165400000002,179113,,
,0.02702497100005985,242472,,,,0.04014743300001555,237680,,,,0.031022516999996697,246160,,,,0.033679280999990624,122378,,,,0.02641034199996284,114976,,,,0.0607897759999787,184464,,,,0.05393940700002986,173035,,
,0.02276790799999162,232955,,,,0.0508950600000162,240660,,,,0.03217521900000975,252898,,,,0.02521885199996632,125404,,,,0.02537435400006416,112661,,,,0.05782039799998984,180167,,,,0.05529853200005164,185716,,
,0.029309298000043782,244053,,,,0.04522515599990129,237561,,,,0.03130314100008036,250764,,,,0.0304460879999624,123219,,,,0.025854367999954775,112834,,,,0.051244587000041975,181177,,,,0.06209712300005776,182423,,
,0.027468168999916998,237750,,,,0.043285678999950505,254358,,,,0.03137345200002528,240077,,,,0.02695091299995056,128818,,,,0.026467561000004025,111462,,,,0.055474056999969434,183298,,,,0.058845087999998213,180928,,
,0.023007265000046573,227808,,,,0.043809086999999636,242098,,,,0.030184517999941818,252309,,,,0.030807140999968396,126604,,,,0.02445801500005018,110669,,,,0.05979660899993178,201735,,,,0.0575637879999249,182521,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Method:QS1pL,Times,Comparisons,Size: 100000,,Method:QS1pM,Times,Comparisons,Size: 100000,,Method:QS1pR,Times,Comparisons,Size: 100000,,Method:QS2pR,Times,Comparisons,Size: 100000,,Method:QS3pR,Times,Comparisons,Size: 100000,,Method:QS2pRPre,Times,Comparisons,Size: 100000,,Method:QS3pRPre,Times,Comparisons,Size: 100000,
,0.3328677209999569,2979115,,,,0.546136739000076,3025638,,,,0.39119543300000714,3115315,,,,0.3576499700000113,1560998,,,,0.32389460600006714,1301617,,,,0.9722990060000711,2173973,,,,0.9277826760001062,2219242,,
,0.31933687599996574,2969490,,,,0.5125008759999901,3049969,,,,0.3914811429999645,3224432,,,,0.34120399899995846,1514576,,,,0.3243655310000122,1334386,,,,0.9351228409999521,2223717,,,,0.876853525000115,2077086,,
,0.3229230590000043,2920667,,,,0.5138389010000992,3027679,,,,0.37072804499996437,3064229,,,,0.3419300340000291,1530166,,,,0.32322890599994025,1358974,,,,0.9318792049999729,2289190,,,,0.8964979869999752,2169514,,
,0.3414682370000719,3075007,,,,0.5263706540000612,3001381,,,,0.37533140400000775,3027888,,,,0.3390301230000432,1498627,,,,0.3225811300000032,1307282,,,,0.9320089899999857,2203997,,,,0.8834739050000735,2208020,,
,0.33759640599998875,3080126,,,,0.501985068999943,2997365,,,,0.38064172899998994,3065822,,,,0.3364430580000999,1510486,,,,0.3388588099999197,1324400,,,,0.942683703000057,2422128,,,,0.9025952760000564,2239695,,
,0.32346180100000765,2953464,,,,0.5068477500000199,3025082,,,,0.377785939999967,3105018,,,,0.3570737019999797,1583355,,,,0.3239256640000576,1339425,,,,0.9377817050000203,2218262,,,,0.9222378519998529,2225000,,
,0.3310526929999469,3024520,,,,0.5103661230000398,3001421,,,,0.38082666699995116,3080399,,,,0.3315914280000243,1491779,,,,0.32688908499994795,1388877,,,,0.9358229270000038,2311465,,,,0.9051755850000518,2062145,,
,0.3292438739999852,2980030,,,,0.5112718670000049,3029585,,,,0.3849739469999349,3114585,,,,0.3462040659999275,1558750,,,,0.31945673099994565,1348268,,,,0.9269116789999998,2212049,,,,0.9043451899999582,2136970,,
,0.33089615699998376,2991159,,,,0.5199881669999513,3129488,,,,0.375428129999932,3069685,,,,0.3426755419999381,1503966,,,,0.31207478700002866,1338313,,,,0.918110425000009,2277497,,,,0.9318427860000611,2253064,,
,0.3385669009999219,3055277,,,,0.5069903129999602,3049006,,,,0.37911602399992717,3152839,,,,0.3372793369999272,1536738,,,,0.3414798390000442,1384118,,,,0.9503383760001043,2183769,,,,0.9165673649999917,2184933,,
,0.3279675750000024,2965167,,,,0.5065979529999822,3003171,,,,0.37505944600002294,3084319,,,,0.33848925200004487,1524795,,,,0.32139467399997557,1348423,,,,0.958414284000014,2296592,,,,0.9307872720000887,2246776,,
,0.32948861899990334,2970634,,,,0.5090507290000232,3013867,,,,0.3790741610000623,3071906,,,,0.36289422699996976,1573635,,,,0.32280115399998976,1379044,,,,0.9342933469999934,2298896,,,,0.8805769959999452,2056733,,
,0.32574775700004466,2929858,,,,0.5085144030000492,3048986,,,,0.3865885720000506,3171074,,,,0.3476067359999888,1562680,,,,0.3111983170000485,1311489,,,,0.9496094529999937,2243978,,,,0.9221832660000473,2236418,,
,0.32812244299998383,3000218,,,,0.508264557000075,2991771,,,,0.3718722589999288,3057623,,,,0.3403752069999655,1539447,,,,0.31696188499995515,1332608,,,,0.9354759819999572,2194896,,,,0.9084968120000667,2209134,,
,0.33000718000005236,2992641,,,,0.5206621770000766,3038409,,,,0.3899466620000567,3187562,,,,0.3550499599999739,1553282,,,,0.31902870900000835,1338364,,,,0.936844906000033,2241158,,,,0.9369265469999846,2236147,,
,0.32109238500004267,2890109,,,,0.5182346560000042,3083857,,,,0.3913307779999968,3161119,,,,0.3370478159999948,1513158,,,,0.3173774079999703,1317465,,,,0.9672659060000797,2180315,,,,0.8929899820000173,2161876,,
,0.3309909010000638,2997630,,,,0.517262171000084,3057842,,,,0.3741230790000145,3036987,,,,0.34809101700000156,1545502,,,,0.3317898840000453,1375357,,,,0.9453440180000143,2191173,,,,0.9089731340000071,2137295,,
,0.3224261249999927,2922794,,,,0.510295066000026,3020588,,,,0.38199039999994966,3125471,,,,0.3487319089999801,1540157,,,,0.308331212999974,1291624,,,,0.9258784410000089,2247081,,,,0.906812718999845,2348914,,
,0.3498984850000397,3174786,,,,0.5275839740000947,3129101,,,,0.38182628000004115,3125345,,,,0.34624709399997755,1562170,,,,0.31732485100008034,1317927,,,,0.9367698020000716,2184659,,,,0.8940628280001874,2179502,,
,0.3291331909999826,2953690,,,,0.5069390540000995,3021227,,,,0.38054442800000743,3068185,,,,0.3546623649999674,1596773,,,,0.30984172900002704,1302114,,,,0.9594720430000052,2262413,,,,0.8918492650000189,2213311,,
,0.3581645040000012,2931634,,,,0.6485337990000062,3100074,,,,0.38226471899997705,3205728,,,,0.34641682699998455,1541870,,,,0.3093519109999079,1312067,,,,0.9521762030000218,2301845,,,,0.9095576690001508,2277691,,
,0.3481895310000027,3068930,,,,0.843086398999958,3005917,,,,0.3781904569999597,3125452,,,,0.33867228799999793,1525284,,,,0.3180958829999554,1342857,,,,0.9174146149999842,2295294,,,,0.8837691050000558,2142713,,
,0.32473675200003527,2949249,,,,1.0559216290000677,3050764,,,,0.3868533690000504,3158444,,,,0.3454211009999426,1547450,,,,0.3169954280000411,1326906,,,,0.9201047760000165,2175371,,,,0.904980137999928,2211174,,
,0.3274979030001077,2916087,,,,0.7061885250000159,3111352,,,,0.37474169500001153,3057288,,,,0.3392986740000197,1535790,,,,0.3222873779999418,1325971,,,,0.9265329469999415,2298398,,,,0.9283622800001012,2161263,,
,0.33395083300001716,3006318,,,,0.5945003560000259,3018925,,,,0.37155175999998846,3059639,,,,0.3663240500000029,1600691,,,,0.32412945500004753,1377881,,,,0.9728726050000205,2389267,,,,0.9299283929999547,2257851,,
,0.3597961220000343,2939733,,,,0.7684150470000759,2982609,,,,0.38039918799995576,3141050,,,,0.34486275200004,1535452,,,,0.32281599800001004,1317098,,,,0.9518619319999289,2372298,,,,0.8863810770001237,2173868,,
,0.33110647600005905,2998598,,,,0.5640906739999991,3030926,,,,0.3853250569999318,3129895,,,,0.3527734790000068,1562150,,,,0.3211264100000335,1349420,,,,0.9211453220000294,2276669,,,,0.9127082529998916,2185236,,
,0.33833792200005064,2970217,,,,1.0159180900000138,3156379,,,,0.37766399600002387,3109956,,,,0.3403235289999884,1533932,,,,0.31803322100006426,1346499,,,,0.9383028910001485,2226015,,,,0.892426979999982,2202990,,
,0.32930543700001635,2943134,,,,0.5498935419999498,3095239,,,,0.37401477699995667,3058808,,,,0.37295414599998367,1631677,,,,0.31807052900001054,1328524,,,,0.9337586649999139,2160616,,,,0.8987116490000062,2129427,,
,0.33525769699997454,3023051,,,,0.7409738899999638,2984994,,,,0.3802614859999949,3112908,,,,0.36496091399999386,1604501,,,,0.31833660099994177,1343260,,,,0.9484821419998752,2221398,,,,0.9155257309998888,2270987,,
,0.3285890309999786,2906246,,,,0.7445136149999598,2944534,,,,0.3855069919999323,3108472,,,,0.3463841230000071,1496950,,,,0.3181821499999842,1347359,,,,0.9561811460000627,2226737,,,,0.9194069730001502,2245735,,
,0.32907366699998875,2982110,,,,0.5964928209999698,3073515,,,,0.3727792250000448,3055474,,,,0.3507284120000804,1529175,,,,0.4126502569999957,1357127,,,,0.9324673889998394,2205468,,,,0.9077309319998221,2098754,,
,0.34640462599998045,3145436,,,,0.5879851669999425,2980767,,,,0.383061198000064,3125278,,,,0.3531857340000215,1537387,,,,0.46065355199993974,1342526,,,,0.9356221450000248,2231690,,,,0.9322859229998812,2186468,,
,0.33565465200001654,2988349,,,,0.5918578109999544,3174006,,,,0.37446176800006015,3130647,,,,0.3486602399999583,1500119,,,,0.41217526299999463,1323566,,,,0.9087993669998014,2193072,,,,0.9114385759999095,2161399,,
,0.3413016350000362,3089574,,,,0.7325314529999787,3155901,,,,0.38694296200003464,3161663,,,,0.35335609700007353,1537677,,,,0.4372515039999598,1347917,,,,0.9461751020000975,2220148,,,,0.9216907319998882,2121171,,
,0.33183322299998963,2926897,,,,0.9977745410000125,3075695,,,,0.3814155180000398,3095938,,,,0.33652808700003334,1529667,,,,0.4316310169999724,1319886,,,,0.9392358319998948,2294121,,,,0.9288776800001415,2210826,,
,0.33798991699995895,2930663,,,,0.809312226999964,3066097,,,,0.3894502520000742,3151517,,,,0.35920902999998816,1590575,,,,0.40221893099999306,1346155,,,,0.9341227140000683,2353385,,,,0.9164980099999411,2169379,,
,0.3342333499999768,2988460,,,,0.6016632930000014,3035493,,,,0.38533458699998846,3141185,,,,0.3587046200000259,1610886,,,,0.40661900400004924,1344607,,,,0.922408187999963,2243767,,,,0.9093714170001022,2281451,,
,0.32915513499995086,2959926,,,,0.5981548789999351,2983707,,,,0.37495842400005586,3073098,,,,0.3526990489999662,1568051,,,,0.39142389899996033,1338120,,,,0.9371051470000111,2300700,,,,0.933325990999947,2396496,,
,0.33144653200008634,2968319,,,,0.5260800510000081,3033239,,,,0.38530857499995363,3176826,,,,0.35900718999994297,1553459,,,,0.32945675300004496,1331399,,,,0.9415493569999853,2234877,,,,0.9816555539998717,2136041,,
,0.33887952700001733,3042078,,,,0.5130630490000385,3019387,,,,0.3928808389999858,3277417,,,,0.3428429549999237,1547552,,,,0.32933781799999906,1350935,,,,0.9490118270000494,2256384,,,,0.8932814039999357,2336562,,
,0.328372169999966,2981308,,,,0.6299646899999516,2994758,,,,0.3748877040000025,3079314,,,,0.3630889789999401,1576937,,,,0.3138197160000118,1330290,,,,0.9493529720000424,2272676,,,,0.9139613620000091,2165330,,
,0.34622736300002543,3081030,,,,0.5338665040000024,3083668,,,,0.37384381499998653,3094199,,,,0.3666021770000043,1612751,,,,0.33508845999995174,1417031,,,,0.9187810109999646,2360021,,,,0.9044608879999032,2119048,,
,0.3434019000000035,3030389,,,,0.5066163799999686,3000783,,,,0.38959875000000466,3228457,,,,0.3601166270000249,1560331,,,,0.3180838030000359,1336914,,,,0.9500980509999408,2227414,,,,0.9168449230000988,2142842,,
,0.3355809139999337,2990582,,,,0.49986531100000775,2942563,,,,0.38466668399996706,3126069,,,,0.3403523239999231,1490991,,,,0.32451016199991045,1336549,,,,0.9337432510001236,2241103,,,,0.935459192000053,2244035,,
,0.3268399009999712,2953714,,,,0.496381528000029,3014059,,,,0.37780255399991347,3087865,,,,0.3563068099999782,1553149,,,,0.32190893800009235,1345412,,,,0.9294066850000036,2217864,,,,0.9024180310000247,2210523,,
,0.3347146809999231,3001613,,,,0.4917541290000145,2946746,,,,0.37567477999994026,3077026,,,,0.35785914500002036,1581871,,,,0.3187127059999284,1329025,,,,0.9495751290000953,2316415,,,,0.9335214420000284,2131811,,
,0.3442711779999854,3116670,,,,0.5017844459999878,2956056,,,,0.38081704499995794,3142861,,,,0.3533641289999423,1564655,,,,0.31315597699995124,1337084,,,,0.9412061250000079,2196356,,,,0.9374258780001128,2085122,,
,0.3293403600000602,2884287,,,,0.5062775809999494,3000467,,,,0.3813870860000179,3159904,,,,0.3412074100000382,1559428,,,,0.31672487500009083,1327013,,,,0.9087568120000924,2173502,,,,0.9135333069998524,2148878,,
,0.3351781220000021,3029213,,,,0.515279216999943,3035734,,,,0.3829115730000012,3179731,,,,0.33640818100002434,1517808,,,,0.3143636099999867,1315910,,,,0.9568537210000159,2201168,,,,0.9186073460000443,2186341,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Method:QS1pL,Times,Comparisons,Size: 1000000,,Method:QS1pM,Times,Comparisons,Size: 1000000,,Method:QS1pR,Times,Comparisons,Size: 1000000,,Method:QS2pR,Times,Comparisons,Size: 1000000,,Method:QS3pR,Times,Comparisons,Size: 1000000,,Method:QS2pRPre,Times,Comparisons,Size: 1000000,,Method:QS3pRPre,Times,Comparisons,Size: 1000000,
,4.548360759000161,35579375,,,,11.89741884099999,36411899,,,,6.599279271000114,37438912,,,,5.268143836000036,18014505,,,,6.218308625000191,15907718,,,,22.472096451000198,26373180,,,,20.503211942000235,24509929,,
,4.2735366800000065,35445967,,,,9.296055432000003,36516345,,,,6.5450736160000815,37608032,,,,4.956188805000238,18184804,,,,6.014615274999869,15542888,,,,22.11205488099995,26494574,,,,20.099174981000033,24507032,,
,4.272929356000077,35613377,,,,9.678575094000053,37245984,,,,6.594931968999845,36867613,,,,5.139794333000282,18531097,,,,5.3211405890001515,15349137,,,,54.423169057999985,25995446,,,,19.768279716000052,25725829,,
,4.291782027999943,35800840,,,,9.595337079000046,36191995,,,,6.402050161000034,36529921,,,,4.878127852000034,17965423,,,,5.336422549999952,15636714,,,,22.89873913700012,26465139,,,,20.087758222999582,26637214,,
,4.3265766050001275,36049499,,,,8.404020649000131,36522559,,,,6.675866087000031,38380462,,,,5.141556930000206,17858052,,,,5.61365230499996,15613106,,,,21.507836640999813,26142582,,,,19.729924845999903,25937859,,
,4.265756017000058,35432549,,,,8.781255539000085,36872124,,,,6.358388478000052,36762053,,,,5.0212994739999885,17880163,,,,5.739671802999965,15432034,,,,19.97905978000017,27915099,,,,20.158305962000213,25494294,,
,4.3334114029999,35936758,,,,8.457414728999993,36134583,,,,6.535157897999852,37484688,,,,4.827862881000328,17907926,,,,5.431781524000144,15466590,,,,19.104712486000153,25977330,,,,19.459518294999725,26077522,,
,4.23403905400005,35205637,,,,7.084887648999938,36541127,,,,6.593783088000009,36685698,,,,4.845521953000116,17738539,,,,5.323003840999718,15236079,,,,19.524725443999614,26935645,,,,19.644355371000074,26279793,,
,4.347019441999919,36361308,,,,6.354439989999946,36395639,,,,6.717609085999811,37373034,,,,5.074637498999891,18506349,,,,5.674059037999996,15431004,,,,18.867632906999916,26532813,,,,19.702232786999957,25241069,,
,4.235206991000041,35056179,,,,6.262809380999897,36170627,,,,6.887713034999933,38416571,,,,4.846788034999918,17897577,,,,5.660838134000187,15587020,,,,19.000691693000135,26661233,,,,19.82057336600019,24983849,,
,4.443432166000093,36402699,,,,6.3429942559998835,36733174,,,,6.606331640999997,36831899,,,,4.792706618000011,17771773,,,,5.230684151999867,15162189,,,,19.13315977100001,27075964,,,,20.014638497000306,25459185,,
,4.373781037999834,36210909,,,,6.35713186199996,36589931,,,,6.440316825999844,36763237,,,,5.250586719000239,19210222,,,,5.805308594000053,15592674,,,,18.471363357999962,26660176,,,,19.20746824300022,25658559,,
,4.3527125729999625,35749046,,,,6.341104799999812,37017694,,,,6.607823124999868,37055122,,,,4.792749189999995,17783744,,,,5.556025729999874,15556529,,,,19.65244213400001,25852114,,,,19.98232291000022,25708215,,
,4.44681866399992,36392568,,,,6.397933708999972,37399923,,,,6.775383667999904,37831679,,,,4.923622531000092,18066452,,,,5.389506055999846,15349216,,,,19.551437844999782,26633469,,,,19.39109051000014,26790335,,
,7.1134691760000806,36071547,,,,6.229028018999998,36203690,,,,5.844090284999993,36881107,,,,4.938466695999978,18160003,,,,5.147550444999979,15503834,,,,23.94256670699997,26694757,,,,19.571154788000058,25141943,,
,8.298402219000081,35257878,,,,6.272982454999919,36375458,,,,6.52608141099995,38261959,,,,4.843668568999874,17863548,,,,4.82603922699991,15344392,,,,22.849101193000024,26931186,,,,19.317921067000498,26212721,,
,9.178172239000105,35578389,,,,6.468399189000138,38269704,,,,6.265117931000077,37325354,,,,4.996882443000231,18405551,,,,4.892968896999719,15305353,,,,23.073599797000043,26138655,,,,19.842861902999175,24439772,,
,7.192855440999892,36258795,,,,6.133218747000001,35602878,,,,6.329193010000154,37739141,,,,5.1537487960004,18756496,,,,4.893172778000007,15290547,,,,23.772147093000058,26396336,,,,19.485893823999504,24521271,,
,7.8732444559998385,36208133,,,,6.241541302999849,36170128,,,,6.177801817000045,36984974,,,,5.003945564999867,18160633,,,,5.147957066999879,15850722,,,,23.1450027019996,26622383,,,,20.072489729000154,25601766,,
,7.972080311999889,36196035,,,,6.211001852999971,35844839,,,,5.768939887999977,36818196,,,,4.949184236999827,17964808,,,,5.046088886999769,15778407,,,,22.893990782999936,26727883,,,,19.17976549099967,25565317,,
,8.653229963000058,34903915,,,,6.362409061000108,37154456,,,,6.166993075999926,37627444,,,,5.013192985999922,18560536,,,,5.01628319800011,15469942,,,,22.254522254999756,26935142,,,,20.06807882799967,25256848,,
,8.055635768999991,37727101,,,,6.153248085000087,35698205,,,,5.410566287000165,36441986,,,,4.9966192239999145,18343752,,,,5.073723273000269,15558859,,,,22.222093459000007,27202572,,,,19.99266047099991,24587670,,
