Method:QS1pL,Times,Comparisons,Size: 10000,,Method:QS1pM,Times,Comparisons,Size: 10000,,Method:QS1pR,Times,Comparisons,Size: 10000,,Method:QS2pR,Times,Comparisons,Size: 10000,,Method:QS3pR,Times,Comparisons,Size: 10000,,Method:QS2pRPre,Times,Comparisons,Size: 10000,,Method:QS3pRPre,Times,Comparisons,Size: 10000,
,0.023056472999996913,237102,,,,0.037523291000013614,240297,,,,0.026786820000012312,252899,,,,0.03710351800000922,128209,,,,0.0224708679999992,114030,,,,0.04460647599998424,185466,,,,0.04411547200001564,180270,,
,0.025210758000014266,242870,,,,0.038466072000005624,244028,,,,0.025521017999977857,246741,,,,0.02373183100002052,128008,,,,0.02013296600000558,112051,,,,0.04512290700000676,175489,,,,0.046553537000022516,185845,,
,0.021369069000002128,230974,,,,0.038528736000017716,238099,,,,0.025368140000011863,246803,,,,0.023605845000020054,129375,,,,0.020468789000005927,114738,,,,0.05025384999999005,175247,,,,0.04475574800000004,185703,,
,0.021981598999985863,237635,,,,0.040574239999983774,250338,,,,0.0255244679999862,247993,,,,0.023489436000005526,127365,,,,0.020160938000003625,109083,,,,0.04883709599999975,187501,,,,0.04428811399998267,179441,,
,0.02246541299999194,241704,,,,0.03739884700001994,238522,,,,0.02667894800001136,261429,,,,0.023374079000006986,130259,,,,0.02068982000000119,113737,,,,0.044742393999996466,178796,,,,0.044179777000010745,176096,,
,0.02169885000000704,237230,,,,0.03892990499997495,245964,,,,0.02588556599999947,251349,,,,0.023034295999991627,130979,,,,0.020905575000000454,113686,,,,0.045306081999996195,184543,,,,0.04542244299997833,184106,,
,0.0221820149999985,240101,,,,0.03773929399997655,244317,,,,0.026903731999993852,255934,,,,0.02383039300002565,131815,,,,0.02079508799999985,114186,,,,0.046451947999997856,181126,,,,0.04501708499998358,190588,,
,0.021781701999998404,239310,,,,0.037305939999981774,237965,,,,0.025807446999976946,248138,,,,0.022991493000006358,124783,,,,0.021471190999989176,111270,,,,0.04643429800000831,196746,,,,0.04293580500001326,180220,,
,0.020502375000006623,226767,,,,0.03798370300000897,243800,,,,0.025385904999978948,249035,,,,0.022726730999977462,123921,,,,0.020442043999992165,111510,,,,0.04695288100000994,190382,,,,0.04488155499998925,184437,,
,0.021518795999980966,232456,,,,0.036920715999997356,237963,,,,0.025027330000000347,242649,,,,0.02328180799997881,127593,,,,0.02004782600002386,110076,,,,0.04762107700000229,192921,,,,0.044395758999996815,184003,,
